Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date
MT334572,2020-04-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA: UT,Homo sapiens,,3/27/2020
MT334573,2020-04-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29848,USA: UT,Homo sapiens,,3/30/2020
MT324062,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,South Africa: KwaZulu-Natal,Homo sapiens,,3/7/2020
MT324679,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,491,Tunisia,Homo sapiens,oronasopharynx,3/29/2020
MT324680,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,491,Tunisia,Homo sapiens,oronasopharynx,4/3/2020
MT324681,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,344,Tunisia,Homo sapiens,oronasopharynx,3/29/2020
MT324682,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,344,Tunisia,Homo sapiens,oronasopharynx,4/2/2020
MT324683,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,344,Tunisia,Homo sapiens,oronasopharynx,4/3/2020
MT324684,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29889,USA,,,3/25/2020
MT325561,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: AZ,Homo sapiens,oronasopharynx,3/9/2020
MT325562,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: AZ,Homo sapiens,feces,3/9/2020
MT325563,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: DC,Homo sapiens,oronasopharynx,3/6/2020
MT325564,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: FL,Homo sapiens,oronasopharynx,3/6/2020
MT325565,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: FL,Homo sapiens,"lung, oronasopharynx",3/2/2020
MT325566,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: FL,Homo sapiens,"lung, oronasopharynx",3/5/2020
MT325567,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: FL,Homo sapiens,oronasopharynx,3/5/2020
MT325568,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: FL,Homo sapiens,oronasopharynx,3/6/2020
MT325569,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: GA,Homo sapiens,oronasopharynx,3/4/2020
MT325570,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: GA,Homo sapiens,oronasopharynx,3/5/2020
MT325571,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: GA,Homo sapiens,oronasopharynx,2020-03
MT325572,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: GA,Homo sapiens,oronasopharynx,3/8/2020
MT325573,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: GA,Homo sapiens,oronasopharynx,2020-03
MT325574,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: GA,Homo sapiens,oronasopharynx,2020-03
MT325575,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: GA,Homo sapiens,oronasopharynx,3/10/2020
MT325576,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: IA,Homo sapiens,oronasopharynx,3/8/2020
MT325577,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: IL,Homo sapiens,oronasopharynx,3/7/2020
MT325578,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: IL,Homo sapiens,oronasopharynx,3/7/2020
MT325579,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: IN,Homo sapiens,oronasopharynx,3/9/2020
MT325580,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: KS,Homo sapiens,oronasopharynx,3/6/2020
MT325581,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: LA,Homo sapiens,oronasopharynx,3/9/2020
MT325582,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: MA,Homo sapiens,oronasopharynx,3/5/2020
MT325583,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: MA,Homo sapiens,oronasopharynx,3/6/2020
MT325584,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: MA,Homo sapiens,oronasopharynx,3/6/2020
MT325585,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: MA,Homo sapiens,oronasopharynx,3/6/2020
MT325586,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: MA,Homo sapiens,oronasopharynx,3/7/2020
MT325587,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: MD,Homo sapiens,oronasopharynx,3/4/2020
MT325588,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: MO,Homo sapiens,oronasopharynx,3/6/2020
MT325589,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NC,Homo sapiens,,3/8/2020
MT325590,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NC,Homo sapiens,oronasopharynx,3/7/2020
MT325591,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NC,Homo sapiens,oronasopharynx,3/6/2020
MT325592,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NE,Homo sapiens,oronasopharynx,3/5/2020
MT325593,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NE,Homo sapiens,oronasopharynx,3/7/2020
MT325594,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NH,Homo sapiens,oronasopharynx,3/6/2020
MT325595,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NH,Homo sapiens,oronasopharynx,3/6/2020
MT325596,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NJ,Homo sapiens,oronasopharynx,3/4/2020
MT325597,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NV,Homo sapiens,oronasopharynx,3/9/2020
MT325598,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: OH,Homo sapiens,oronasopharynx,3/8/2020
MT325599,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: PA,Homo sapiens,oronasopharynx,3/5/2020
MT325600,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: PA,Homo sapiens,oronasopharynx,3/5/2020
MT325601,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: PA,Homo sapiens,oronasopharynx,3/7/2020
MT325602,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: PA,Homo sapiens,oronasopharynx,3/8/2020
MT325603,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: PA,Homo sapiens,oronasopharynx,3/9/2020
MT325604,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: PA,Homo sapiens,oronasopharynx,3/6/2020
MT325605,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: RI,Homo sapiens,oronasopharynx,3/5/2020
MT325606,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: SC,Homo sapiens,oronasopharynx,3/6/2020
MT325607,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: SC,Homo sapiens,oronasopharynx,3/7/2020
MT325608,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: SC,Homo sapiens,oronasopharynx,3/8/2020
MT325609,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: UT,Homo sapiens,oronasopharynx,3/5/2020
MT325610,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: UT,Homo sapiens,oronasopharynx,3/7/2020
MT325611,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: VA,Homo sapiens,oronasopharynx,3/8/2020
MT325612,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: VA,Homo sapiens,oronasopharynx,3/8/2020
MT325613,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: VA,Homo sapiens,"lung, oronasopharynx",3/8/2020
MT325614,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: VA,Homo sapiens,oronasopharynx,3/8/2020
MT325615,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: IA,Homo sapiens,oronasopharynx,3/7/2020
MT325616,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: MA,Homo sapiens,oronasopharynx,3/6/2020
MT325617,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: IA,Homo sapiens,oronasopharynx,3/8/2020
MT325618,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: IA,Homo sapiens,oronasopharynx,3/8/2020
MT325619,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: IA,Homo sapiens,oronasopharynx,3/8/2020
MT325620,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: IA,Homo sapiens,oronasopharynx,3/8/2020
MT325621,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: IA,Homo sapiens,oronasopharynx,3/7/2020
MT325622,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NJ,Homo sapiens,oronasopharynx,3/4/2020
MT325623,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: SC,Homo sapiens,"lung, oronasopharynx",3/5/2020
MT325624,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: SC,Homo sapiens,oronasopharynx,3/7/2020
MT325625,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: SC,Homo sapiens,oronasopharynx,3/7/2020
MT325626,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: SC,Homo sapiens,oronasopharynx,3/5/2020
MT325627,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens,oronasopharynx,3/4/2020
MT325628,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: VA,Homo sapiens,oronasopharynx,3/6/2020
MT325629,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: MA,Homo sapiens,oronasopharynx,3/5/2020
MT325630,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: MA,Homo sapiens,oronasopharynx,3/5/2020
MT325631,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: MA,Homo sapiens,oronasopharynx,3/5/2020
MT325632,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: MA,Homo sapiens,oronasopharynx,3/4/2020
MT325633,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: MA,Homo sapiens,oronasopharynx,3/4/2020
MT325634,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: MA,Homo sapiens,oronasopharynx,3/5/2020
MT325635,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: MA,Homo sapiens,oronasopharynx,3/6/2020
MT325636,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: MA,Homo sapiens,oronasopharynx,3/6/2020
MT325637,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: MA,Homo sapiens,oronasopharynx,3/6/2020
MT325638,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: MA,Homo sapiens,oronasopharynx,3/6/2020
MT325639,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: MA,Homo sapiens,oronasopharynx,3/7/2020
MT325640,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: MA,Homo sapiens,oronasopharynx,3/6/2020
MT326023,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA,Homo sapiens,,3/24/2020
MT326024,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29685,USA,Homo sapiens,,3/24/2020
MT326025,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29707,USA,Homo sapiens,,3/24/2020
MT326026,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29482,USA,Homo sapiens,,3/24/2020
MT326027,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA,Homo sapiens,,3/24/2020
MT326028,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29823,USA,Homo sapiens,,3/24/2020
MT326029,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA,Homo sapiens,,3/24/2020
MT326030,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29853,USA,Homo sapiens,,3/24/2020
MT326031,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29775,USA,Homo sapiens,,3/24/2020
MT326032,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29854,USA,Homo sapiens,,3/23/2020
MT326033,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29534,USA,Homo sapiens,,3/23/2020
MT326034,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29793,USA,Homo sapiens,,3/23/2020
MT326035,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29778,USA,Homo sapiens,,3/23/2020
MT326036,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29747,USA,Homo sapiens,,3/23/2020
MT326037,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29422,USA,Homo sapiens,,3/23/2020
MT326038,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29440,USA,Homo sapiens,,3/24/2020
MT326039,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29792,USA,Homo sapiens,,3/23/2020
MT326040,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29820,USA,Homo sapiens,,3/21/2020
MT326041,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29774,USA,Homo sapiens,,3/20/2020
MT326042,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,USA,Homo sapiens,,3/23/2020
MT326043,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29549,USA,Homo sapiens,,3/22/2020
MT326044,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29746,USA,Homo sapiens,,3/23/2020
MT326045,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29600,USA,Homo sapiens,,3/23/2020
MT326046,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA,Homo sapiens,,3/23/2020
MT326047,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29627,USA,Homo sapiens,,3/23/2020
MT326048,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA,Homo sapiens,,3/23/2020
MT326049,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,USA,Homo sapiens,,3/23/2020
MT326050,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29451,USA,Homo sapiens,,3/23/2020
MT326051,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29853,USA,Homo sapiens,,3/23/2020
MT326052,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,USA,Homo sapiens,,3/23/2020
MT326053,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29763,USA,Homo sapiens,,3/23/2020
MT326054,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29714,USA,Homo sapiens,,3/23/2020
MT326055,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,USA,Homo sapiens,,3/21/2020
MT326056,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,USA,Homo sapiens,,3/24/2020
MT326057,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29424,USA,Homo sapiens,,3/21/2020
MT326058,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29830,USA,Homo sapiens,,3/24/2020
MT326059,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29643,USA,Homo sapiens,,3/24/2020
MT326060,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29548,USA,Homo sapiens,,3/23/2020
MT326061,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,USA,Homo sapiens,,3/23/2020
MT326062,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29480,USA,Homo sapiens,,3/22/2020
MT326063,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,USA,Homo sapiens,,3/24/2020
MT326064,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29662,USA,Homo sapiens,,3/23/2020
MT326065,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,USA,Homo sapiens,,3/24/2020
MT326066,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,USA,Homo sapiens,,3/24/2020
MT326067,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,USA,Homo sapiens,,3/24/2020
MT326068,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA,Homo sapiens,,3/24/2020
MT326069,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,,3/24/2020
MT326070,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,Homo sapiens,,3/24/2020
MT326071,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29846,USA,Homo sapiens,,3/22/2020
MT326072,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29781,USA,Homo sapiens,,3/22/2020
MT326073,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29428,USA,Homo sapiens,,3/21/2020
MT326074,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,USA,Homo sapiens,,3/20/2020
MT326075,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,USA,Homo sapiens,,3/20/2020
MT326076,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,USA,Homo sapiens,,3/24/2020
MT326077,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29628,USA,Homo sapiens,,3/24/2020
MT326078,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29838,USA,Homo sapiens,,3/24/2020
MT326079,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29804,USA,Homo sapiens,,3/20/2020
MT326080,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29379,USA,Homo sapiens,,3/24/2020
MT326081,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,USA,Homo sapiens,,3/24/2020
